-0,1097091	0,08299013	-0,1046021	0,1456149	-0,09335837	0,5108939	-0,09928419	0,6647193	-0,264132	0,390538	-0,3292336	0,1706748	-0,3063763	0,009089187	-0,2983113	-0,007627356	0,07739836	0,38744	0,1526361	0,1845904	0,0991686	0,02046181	0,0970249	-0,031622	-0,1888367	0,008420471	-0,2262172	-0,3794254	-0,2420584	-0,6338779	-0,1510665	-0,6265531	-0,0355929	0,004948144	-0,03342784	-0,4035393	0,1475906	-0,597608	0,248484	-0,6123062	1
0,03905728	0,2947652	0,04605407	0,3535531	0,03438085	0,716521	0,01667496	0,9009359	-0,1498429	0,6083066	-0,3284194	0,6247731	-0,2294363	0,8246024	-0,2002332	0,8760419	0,2155028	0,6147248	0,4126775	0,6434615	0,3249439	0,810807	0,2693342	0,8811079	-0,04265511	0,2113166	-0,03803687	-0,2285583	-0,03850785	-0,5709589	-0,1225876	-0,6418745	0,1228522	0,2166449	0,1424448	-0,2395417	0,1470005	-0,5788616	0,1333374	-0,6225094	1
0,05347962	0,2994149	0,05503953	0,356731	0,04678752	0,7000157	0,03879656	0,865518	-0,1426356	0,6080724	-0,3256199	0,651302	-0,1929651	0,829191	-0,1455215	0,8984925	0,2344511	0,6188041	0,4228766	0,6573566	0,3300905	0,8060536	0,2661809	0,8746606	-0,03174871	0,2151466	-0,03611262	-0,2230483	-0,03645096	-0,562839	-0,1208618	-0,6353928	0,141602	0,2176336	0,144472	-0,2378775	0,1366144	-0,5766754	0,2234119	-0,6245917	1
0,04149849	0,3054869	0,04205625	0,3620229	0,02756625	0,7074736	0,01483872	0,8850852	-0,1589304	0,611443	-0,3411831	0,6522726	-0,2161424	0,8242655	-0,1678487	0,9021955	0,2195078	0,6203708	0,4067106	0,6603224	0,2697592	0,8452847	0,2449712	0,8897764	-0,04188946	0,2202564	-0,04517563	-0,2228026	-0,04206929	-0,5680249	-0,1278977	-0,6388788	0,1302362	0,2240396	0,1374736	-0,2369469	0,1464751	-0,5747363	0,1434864	-0,6235545	1
0,02941108	0,2911797	0,02936736	0,3535264	0,02116165	0,6905944	0,01892442	0,8641443	-0,1678591	0,6055788	-0,3610115	0,6534488	-0,2157708	0,8220356	-0,1817256	0,8751012	0,2079315	0,6163408	0,3955394	0,6550466	0,3044388	0,8064806	0,2399054	0,8795815	-0,05522706	0,205038	-0,05883179	-0,229051	-0,04902013	-0,5574896	-0,1295666	-0,6359999	0,1193374	0,2104542	0,1382688	-0,2343635	0,1508229	-0,5838709	0,1489461	-0,6352534	1
0,0584093	0,2773588	0,06334513	0,3361139	0,05630965	0,7048469	0,04066228	0,8921788	-0,1330954	0,6062807	-0,3089924	0,6499349	-0,1993998	0,8074144	-0,1528702	0,8557373	0,2355538	0,6073571	0,4380037	0,6666771	0,3337896	0,8179541	0,2865151	0,8657631	-0,02095175	0,1917732	-0,0256549	-0,2281052	-0,02427919	-0,5278667	-0,1043674	-0,6061502	0,1384923	0,2007836	0,1446498	-0,2237918	0,1452939	-0,5693401	0,2335921	-0,6207987	1
0,03967692	0,2698575	0,04481938	0,3290322	0,03807665	0,6971319	0,01998648	0,8834046	-0,1541141	0,5933287	-0,3409933	0,6585166	-0,2417987	0,851625	-0,1985207	0,9131798	0,2155076	0,603381	0,4218132	0,6618647	0,3268511	0,8251464	0,2694928	0,8948082	-0,04166277	0,1853956	-0,04688277	-0,3248619	-0,04540493	-0,6078988	-0,138589	-0,6675875	0,1205108	0,1918934	0,1340518	-0,234156	0,1446203	-0,5732319	0,1372448	-0,628634	1
0,05033939	0,2686915	0,05485575	0,3290848	0,04336064	0,7010202	0,03007581	0,8860736	-0,1425341	0,5916643	-0,3275368	0,6501388	-0,2173513	0,8211745	-0,1742693	0,8735915	0,2180485	0,6101961	0,4221173	0,679455	0,3116677	0,8313804	0,2663535	0,9033344	-0,02856685	0,1826724	-0,03543787	-0,3193832	-0,05813133	-0,59839	-0,08550562	-0,6361161	0,1314613	0,1955705	0,1377854	-0,2275603	0,1433493	-0,5682765	0,1343702	-0,62109	1
0,05335863	0,2720134	0,05457574	0,330404	0,04083914	0,698723	0,03430264	0,8840057	-0,1437846	0,5869784	-0,3348209	0,656999	-0,227875	0,8328519	-0,1802515	0,9113663	0,2204306	0,6112967	0,4266657	0,6634642	0,3296656	0,8254738	0,2737128	0,8990624	-0,02374343	0,1870164	-0,04524173	-0,3264403	-0,05388153	-0,6040373	-0,1273003	-0,6613846	0,1355915	0,1981187	0,1368704	-0,2286148	0,1406968	-0,5725811	0,1349443	-0,6258234	1
0,05569688	0,2539515	0,05930063	0,3168999	0,05535131	0,6999209	0,05323742	0,8748584	-0,1086725	0,5952934	-0,2648005	0,4864676	-0,2751598	0,3411694	-0,2491769	0,2752302	0,225968	0,6040245	0,4051177	0,4831358	0,4006201	0,3128856	0,3826978	0,2547451	-0,0176126	0,1762529	-0,03834952	-0,335881	-0,1010223	-0,6171228	-0,15175	-0,6673949	0,1297673	0,1841268	0,1470591	-0,2362154	0,1530422	-0,5739745	0,1471752	-0,6299427	2
